id,region,country,item_type,sales_channel,order_priority,order_date,order_id,ship_date,units_sold,unit_price,unit_cost,total_revenue,total_cost,total_profit,created_at,updated_at
1844,"Middle East and North Africa",Pakistan,Snacks,Offline,C,2017-01-25T00:00:00.000000Z,554797828,2017-03-14T00:00:00.000000Z,5861,152.58,97.44,894271.38,571095.84,323175.54,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1845,Europe,Portugal,Cereal,Online,L,2017-01-31T00:00:00.000000Z,277166879,2017-02-14T00:00:00.000000Z,8694,205.70,117.11,1788355.80,1018154.34,770201.46,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1846,Europe,Albania,"Baby Food",Offline,H,2015-01-12T00:00:00.000000Z,976838481,2015-02-09T00:00:00.000000Z,7069,255.28,159.42,1804574.32,1126939.98,677634.34,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1847,"Middle East and North Africa","Tunisia ",Beverages,Offline,H,2010-09-19T00:00:00.000000Z,471048963,2010-10-17T00:00:00.000000Z,2711,47.45,31.79,128636.95,86182.69,42454.26,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1848,Europe,Iceland,Cosmetics,Online,L,2016-05-18T00:00:00.000000Z,247347152,2016-06-28T00:00:00.000000Z,4374,437.20,263.33,1912312.80,1151805.42,760507.38,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1849,Europe,"United Kingdom",Cereal,Offline,M,2015-01-10T00:00:00.000000Z,513594377,2015-01-17T00:00:00.000000Z,2844,205.70,117.11,585010.80,333060.84,251949.96,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1850,"Australia and Oceania",Nauru,Snacks,Offline,C,2017-03-28T00:00:00.000000Z,647964465,2017-04-03T00:00:00.000000Z,5939,152.58,97.44,906172.62,578696.16,327476.46,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1851,"Sub-Saharan Africa",Mozambique,Vegetables,Online,M,2011-12-11T00:00:00.000000Z,548943746,2012-01-09T00:00:00.000000Z,3508,154.06,90.93,540442.48,318982.44,221460.04,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1852,"Sub-Saharan Africa",Burundi,Clothes,Offline,C,2015-08-19T00:00:00.000000Z,185331046,2015-08-25T00:00:00.000000Z,2430,109.28,35.84,265550.40,87091.20,178459.20,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1853,"Australia and Oceania",Palau,"Baby Food",Online,L,2015-07-29T00:00:00.000000Z,946237695,2015-08-29T00:00:00.000000Z,1616,255.28,159.42,412532.48,257622.72,154909.76,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1854,Europe,Slovenia,Beverages,Offline,H,2011-06-19T00:00:00.000000Z,691087520,2011-07-24T00:00:00.000000Z,7009,47.45,31.79,332577.05,222816.11,109760.94,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1855,"Australia and Oceania",Tuvalu,Fruits,Offline,L,2011-08-19T00:00:00.000000Z,499616849,2011-09-02T00:00:00.000000Z,6583,9.33,6.92,61419.39,45554.36,15865.03,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1856,"Central America and the Caribbean","The Bahamas",Snacks,Online,M,2014-02-11T00:00:00.000000Z,621874511,2014-02-11T00:00:00.000000Z,5342,152.58,97.44,815082.36,520524.48,294557.88,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1857,"Middle East and North Africa",Lebanon,Cereal,Online,H,2010-06-11T00:00:00.000000Z,928221833,2010-07-23T00:00:00.000000Z,322,205.70,117.11,66235.40,37709.42,28525.98,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1858,Europe,"Bosnia and Herzegovina",Household,Offline,C,2012-02-20T00:00:00.000000Z,459332644,2012-03-13T00:00:00.000000Z,5592,668.27,502.54,3736965.84,2810203.68,926762.16,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1859,"Middle East and North Africa",Algeria,"Baby Food",Online,L,2016-08-25T00:00:00.000000Z,576193273,2016-10-05T00:00:00.000000Z,7249,255.28,159.42,1850524.72,1155635.58,694889.14,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1860,Europe,Lithuania,Meat,Offline,L,2011-02-14T00:00:00.000000Z,910102546,2011-03-18T00:00:00.000000Z,8423,421.89,364.69,3553579.47,3071783.87,481795.60,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1861,"Central America and the Caribbean","Saint Kitts and Nevis ","Office Supplies",Offline,H,2014-01-25T00:00:00.000000Z,712671792,2014-03-14T00:00:00.000000Z,4275,651.21,524.96,2783922.75,2244204.00,539718.75,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1862,"Sub-Saharan Africa",Madagascar,Cosmetics,Online,H,2010-12-24T00:00:00.000000Z,205824840,2011-01-19T00:00:00.000000Z,6999,437.20,263.33,3059962.80,1843046.67,1216916.13,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1863,"Sub-Saharan Africa","Republic of the Congo","Personal Care",Online,L,2011-02-19T00:00:00.000000Z,131798017,2011-03-07T00:00:00.000000Z,817,81.73,56.67,66773.41,46299.39,20474.02,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1864,"Central America and the Caribbean","Saint Kitts and Nevis ",Cereal,Online,H,2013-07-07T00:00:00.000000Z,403140151,2013-07-16T00:00:00.000000Z,6984,205.70,117.11,1436608.80,817896.24,618712.56,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1865,"Sub-Saharan Africa",Burundi,"Office Supplies",Online,M,2010-08-07T00:00:00.000000Z,552712571,2010-08-14T00:00:00.000000Z,8787,651.21,524.96,5722182.27,4612823.52,1109358.75,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1866,Europe,Greece,"Personal Care",Offline,H,2014-11-08T00:00:00.000000Z,183689105,2014-11-10T00:00:00.000000Z,6543,81.73,56.67,534759.39,370791.81,163967.58,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1867,Asia,Myanmar,"Office Supplies",Offline,M,2017-02-06T00:00:00.000000Z,319556081,2017-03-27T00:00:00.000000Z,2600,651.21,524.96,1693146.00,1364896.00,328250.00,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1868,"Central America and the Caribbean","Saint Vincent and the Grenadines",Clothes,Online,M,2013-01-04T00:00:00.000000Z,254112327,2013-02-12T00:00:00.000000Z,6339,109.28,35.84,692725.92,227189.76,465536.16,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1869,"Sub-Saharan Africa","Equatorial Guinea",Cosmetics,Online,H,2014-06-19T00:00:00.000000Z,701469171,2014-07-17T00:00:00.000000Z,9171,437.20,263.33,4009561.20,2414999.43,1594561.77,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1870,Europe,Malta,Vegetables,Online,M,2015-06-23T00:00:00.000000Z,646050441,2015-07-04T00:00:00.000000Z,9537,154.06,90.93,1469270.22,867199.41,602070.81,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1871,"Sub-Saharan Africa","Burkina Faso",Household,Offline,H,2011-02-13T00:00:00.000000Z,492592465,2011-04-01T00:00:00.000000Z,7912,668.27,502.54,5287352.24,3976096.48,1311255.76,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1872,"Sub-Saharan Africa",Senegal,Clothes,Online,H,2016-06-22T00:00:00.000000Z,716144073,2016-07-21T00:00:00.000000Z,1800,109.28,35.84,196704.00,64512.00,132192.00,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1873,"Middle East and North Africa",Morocco,Beverages,Online,M,2017-05-22T00:00:00.000000Z,512066590,2017-06-09T00:00:00.000000Z,738,47.45,31.79,35018.10,23461.02,11557.08,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1874,Europe,Iceland,"Office Supplies",Offline,M,2012-02-19T00:00:00.000000Z,946033847,2012-02-29T00:00:00.000000Z,1293,651.21,524.96,842014.53,678773.28,163241.25,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1875,"Sub-Saharan Africa",Swaziland,Meat,Offline,L,2015-03-13T00:00:00.000000Z,904032170,2015-03-30T00:00:00.000000Z,2064,421.89,364.69,870780.96,752720.16,118060.80,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1876,"Sub-Saharan Africa",Angola,Vegetables,Online,M,2015-08-14T00:00:00.000000Z,242360389,2015-09-21T00:00:00.000000Z,8680,154.06,90.93,1337240.80,789272.40,547968.40,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1877,Europe,Switzerland,Beverages,Offline,H,2011-01-31T00:00:00.000000Z,237629830,2011-03-06T00:00:00.000000Z,8802,47.45,31.79,417654.90,279815.58,137839.32,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1878,"Central America and the Caribbean",Nicaragua,Fruits,Online,C,2011-09-11T00:00:00.000000Z,436764323,2011-09-17T00:00:00.000000Z,7124,9.33,6.92,66466.92,49298.08,17168.84,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1879,Asia,Thailand,Cosmetics,Offline,M,2013-06-23T00:00:00.000000Z,907000195,2013-07-11T00:00:00.000000Z,368,437.20,263.33,160889.60,96905.44,63984.16,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1880,Europe,Romania,Household,Online,M,2017-04-23T00:00:00.000000Z,885886275,2017-05-16T00:00:00.000000Z,2290,668.27,502.54,1530338.30,1150816.60,379521.70,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1881,Asia,Indonesia,Vegetables,Online,M,2017-07-23T00:00:00.000000Z,131283891,2017-08-27T00:00:00.000000Z,8676,154.06,90.93,1336624.56,788908.68,547715.88,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1882,"Central America and the Caribbean","Dominican Republic",Beverages,Online,H,2013-06-11T00:00:00.000000Z,271366870,2013-06-18T00:00:00.000000Z,2342,47.45,31.79,111127.90,74452.18,36675.72,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1883,"Sub-Saharan Africa",Madagascar,Beverages,Online,H,2012-10-28T00:00:00.000000Z,754621541,2012-11-05T00:00:00.000000Z,8138,47.45,31.79,386148.10,258707.02,127441.08,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1884,"Sub-Saharan Africa",Burundi,Beverages,Offline,H,2013-04-06T00:00:00.000000Z,199846732,2013-05-18T00:00:00.000000Z,7944,47.45,31.79,376942.80,252539.76,124403.04,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1885,"Middle East and North Africa",Lebanon,"Office Supplies",Online,H,2013-05-21T00:00:00.000000Z,446153771,2013-06-17T00:00:00.000000Z,5670,651.21,524.96,3692360.70,2976523.20,715837.50,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1886,"Sub-Saharan Africa",Benin,Household,Online,C,2016-09-04T00:00:00.000000Z,702966487,2016-09-25T00:00:00.000000Z,2260,668.27,502.54,1510290.20,1135740.40,374549.80,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1887,Europe,"Bosnia and Herzegovina",Beverages,Online,C,2012-07-12T00:00:00.000000Z,700021207,2012-08-25T00:00:00.000000Z,686,47.45,31.79,32550.70,21807.94,10742.76,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1888,"Sub-Saharan Africa","Democratic Republic of the Congo","Office Supplies",Offline,L,2010-05-05T00:00:00.000000Z,237366759,2010-05-07T00:00:00.000000Z,954,651.21,524.96,621254.34,500811.84,120442.50,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1889,Europe,Lithuania,Vegetables,Online,L,2013-01-01T00:00:00.000000Z,535364472,2013-01-21T00:00:00.000000Z,5099,154.06,90.93,785551.94,463652.07,321899.87,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1890,"Middle East and North Africa","United Arab Emirates",Household,Online,M,2013-02-08T00:00:00.000000Z,184688174,2013-02-14T00:00:00.000000Z,2190,668.27,502.54,1463511.30,1100562.60,362948.70,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1891,Asia,Kyrgyzstan,Vegetables,Offline,C,2011-11-18T00:00:00.000000Z,996324193,2011-12-22T00:00:00.000000Z,3324,154.06,90.93,512095.44,302251.32,209844.12,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1892,"Australia and Oceania","Samoa ","Office Supplies",Offline,L,2015-05-31T00:00:00.000000Z,351571357,2015-06-13T00:00:00.000000Z,6632,651.21,524.96,4318824.72,3481534.72,837290.00,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1893,Asia,Laos,"Office Supplies",Offline,M,2015-09-13T00:00:00.000000Z,652040994,2015-10-04T00:00:00.000000Z,2275,651.21,524.96,1481502.75,1194284.00,287218.75,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1894,"Sub-Saharan Africa",Lesotho,Fruits,Offline,C,2017-03-03T00:00:00.000000Z,769656932,2017-03-23T00:00:00.000000Z,7444,9.33,6.92,69452.52,51512.48,17940.04,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1895,Europe,Russia,"Personal Care",Offline,C,2010-03-03T00:00:00.000000Z,996655499,2010-04-07T00:00:00.000000Z,1365,81.73,56.67,111561.45,77354.55,34206.90,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1896,"Sub-Saharan Africa","Seychelles ",Beverages,Online,M,2012-08-11T00:00:00.000000Z,795585525,2012-09-12T00:00:00.000000Z,291,47.45,31.79,13807.95,9250.89,4557.06,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1897,"Central America and the Caribbean",Cuba,Clothes,Online,H,2013-03-10T00:00:00.000000Z,149308335,2013-04-17T00:00:00.000000Z,2509,109.28,35.84,274183.52,89922.56,184260.96,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1898,"Central America and the Caribbean","Saint Kitts and Nevis ","Personal Care",Online,C,2013-01-04T00:00:00.000000Z,910997760,2013-01-24T00:00:00.000000Z,3336,81.73,56.67,272651.28,189051.12,83600.16,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1899,"Australia and Oceania","Marshall Islands",Household,Online,H,2014-04-04T00:00:00.000000Z,954140126,2014-04-10T00:00:00.000000Z,121,668.27,502.54,80860.67,60807.34,20053.33,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1900,"Sub-Saharan Africa",Lesotho,Vegetables,Online,H,2016-05-20T00:00:00.000000Z,922534263,2016-06-04T00:00:00.000000Z,7244,154.06,90.93,1116010.64,658696.92,457313.72,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1901,Europe,Germany,Household,Offline,M,2012-05-03T00:00:00.000000Z,180291497,2012-05-31T00:00:00.000000Z,1115,668.27,502.54,745121.05,560332.10,184788.95,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1902,"Middle East and North Africa",Qatar,Beverages,Offline,C,2015-01-25T00:00:00.000000Z,861835658,2015-02-08T00:00:00.000000Z,5178,47.45,31.79,245696.10,164608.62,81087.48,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1903,"Sub-Saharan Africa","South Sudan",Beverages,Offline,L,2015-11-11T00:00:00.000000Z,221903073,2015-11-16T00:00:00.000000Z,4905,47.45,31.79,232742.25,155929.95,76812.30,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1904,"Middle East and North Africa",Afghanistan,Snacks,Online,L,2010-11-13T00:00:00.000000Z,985542571,2010-12-05T00:00:00.000000Z,2803,152.58,97.44,427681.74,273124.32,154557.42,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1905,"Sub-Saharan Africa",Malawi,Vegetables,Offline,M,2012-06-08T00:00:00.000000Z,998115479,2012-07-28T00:00:00.000000Z,3406,154.06,90.93,524728.36,309707.58,215020.78,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1906,"Australia and Oceania","Papua New Guinea","Office Supplies",Online,L,2015-01-20T00:00:00.000000Z,875295627,2015-01-30T00:00:00.000000Z,8282,651.21,524.96,5393321.22,4347718.72,1045602.50,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1907,"Sub-Saharan Africa",Burundi,"Personal Care",Online,H,2014-04-10T00:00:00.000000Z,853069341,2014-05-19T00:00:00.000000Z,1030,81.73,56.67,84181.90,58370.10,25811.80,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1908,Europe,Germany,"Personal Care",Offline,C,2010-07-02T00:00:00.000000Z,337735450,2010-07-12T00:00:00.000000Z,2280,81.73,56.67,186344.40,129207.60,57136.80,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1909,Europe,Cyprus,"Baby Food",Offline,H,2012-10-08T00:00:00.000000Z,155905282,2012-10-18T00:00:00.000000Z,4692,255.28,159.42,1197773.76,747998.64,449775.12,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1910,"Middle East and North Africa",Turkey,Fruits,Offline,M,2012-04-05T00:00:00.000000Z,304502665,2012-04-21T00:00:00.000000Z,7960,9.33,6.92,74266.80,55083.20,19183.60,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1911,"Sub-Saharan Africa",Ghana,Clothes,Offline,H,2016-05-10T00:00:00.000000Z,400763928,2016-05-26T00:00:00.000000Z,3807,109.28,35.84,416028.96,136442.88,279586.08,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1912,"Sub-Saharan Africa",Namibia,Beverages,Online,H,2014-07-28T00:00:00.000000Z,132237899,2014-09-03T00:00:00.000000Z,988,47.45,31.79,46880.60,31408.52,15472.08,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1913,Europe,Croatia,Snacks,Offline,L,2012-08-20T00:00:00.000000Z,606785905,2012-09-07T00:00:00.000000Z,288,152.58,97.44,43943.04,28062.72,15880.32,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1914,Europe,Spain,Clothes,Offline,C,2013-07-21T00:00:00.000000Z,302581775,2013-08-31T00:00:00.000000Z,9526,109.28,35.84,1041001.28,341411.84,699589.44,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1915,"North America",Canada,Clothes,Offline,H,2013-10-29T00:00:00.000000Z,918111836,2013-12-12T00:00:00.000000Z,8550,109.28,35.84,934344.00,306432.00,627912.00,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1916,"Australia and Oceania",Nauru,Beverages,Online,M,2014-10-19T00:00:00.000000Z,622174918,2014-10-28T00:00:00.000000Z,4239,47.45,31.79,201140.55,134757.81,66382.74,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1917,"Middle East and North Africa",Lebanon,Cereal,Online,C,2011-04-27T00:00:00.000000Z,803882348,2011-05-28T00:00:00.000000Z,5506,205.70,117.11,1132584.20,644807.66,487776.54,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1918,Asia,"Sri Lanka",Cosmetics,Online,M,2010-08-25T00:00:00.000000Z,222657954,2010-10-04T00:00:00.000000Z,8291,437.20,263.33,3624825.20,2183269.03,1441556.17,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1919,Europe,Italy,Snacks,Online,L,2013-07-18T00:00:00.000000Z,858238065,2013-08-18T00:00:00.000000Z,570,152.58,97.44,86970.60,55540.80,31429.80,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1920,"Middle East and North Africa",Afghanistan,Beverages,Online,M,2010-06-22T00:00:00.000000Z,260671508,2010-07-30T00:00:00.000000Z,7347,47.45,31.79,348615.15,233561.13,115054.02,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1921,Europe,Ireland,Beverages,Offline,H,2015-09-07T00:00:00.000000Z,100319612,2015-09-13T00:00:00.000000Z,5657,47.45,31.79,268424.65,179836.03,88588.62,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1922,Europe,Slovakia,Meat,Online,C,2010-05-28T00:00:00.000000Z,317856204,2010-06-19T00:00:00.000000Z,9569,421.89,364.69,4037065.41,3489718.61,547346.80,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1923,"Sub-Saharan Africa",Eritrea,Cereal,Offline,M,2014-10-21T00:00:00.000000Z,474267613,2014-11-24T00:00:00.000000Z,5181,205.70,117.11,1065731.70,606746.91,458984.79,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1924,"Sub-Saharan Africa",Mauritania,Cereal,Online,M,2016-01-12T00:00:00.000000Z,200852668,2016-02-08T00:00:00.000000Z,5623,205.70,117.11,1156651.10,658509.53,498141.57,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1925,"Middle East and North Africa","United Arab Emirates",Household,Online,H,2017-06-12T00:00:00.000000Z,549222695,2017-06-13T00:00:00.000000Z,6055,668.27,502.54,4046374.85,3042879.70,1003495.15,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1926,Asia,Japan,Fruits,Online,M,2012-02-12T00:00:00.000000Z,841301524,2012-03-30T00:00:00.000000Z,8671,9.33,6.92,80900.43,60003.32,20897.11,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1927,"Australia and Oceania",Vanuatu,Snacks,Offline,L,2016-11-22T00:00:00.000000Z,919325482,2016-12-03T00:00:00.000000Z,7695,152.58,97.44,1174103.10,749800.80,424302.30,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1928,Europe,Georgia,"Personal Care",Offline,L,2015-08-13T00:00:00.000000Z,695843398,2015-09-19T00:00:00.000000Z,4380,81.73,56.67,357977.40,248214.60,109762.80,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1929,"Middle East and North Africa",Syria,"Office Supplies",Online,H,2015-11-25T00:00:00.000000Z,603716599,2015-12-21T00:00:00.000000Z,2013,651.21,524.96,1310885.73,1056744.48,254141.25,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1930,"Middle East and North Africa",Iraq,"Office Supplies",Online,C,2015-01-27T00:00:00.000000Z,246118915,2015-02-15T00:00:00.000000Z,911,651.21,524.96,593252.31,478238.56,115013.75,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1931,"Central America and the Caribbean","The Bahamas",Cosmetics,Online,M,2011-07-13T00:00:00.000000Z,646536672,2011-08-03T00:00:00.000000Z,3423,437.20,263.33,1496535.60,901378.59,595157.01,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1932,"Middle East and North Africa",Israel,Clothes,Offline,L,2016-02-01T00:00:00.000000Z,198768699,2016-02-25T00:00:00.000000Z,8930,109.28,35.84,975870.40,320051.20,655819.20,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1933,"Sub-Saharan Africa",Eritrea,Meat,Online,C,2010-04-30T00:00:00.000000Z,516926324,2010-06-05T00:00:00.000000Z,8841,421.89,364.69,3729929.49,3224224.29,505705.20,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1934,Europe,"Bosnia and Herzegovina",Vegetables,Online,M,2010-12-28T00:00:00.000000Z,585433375,2011-02-15T00:00:00.000000Z,1600,154.06,90.93,246496.00,145488.00,101008.00,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1935,"Sub-Saharan Africa",Nigeria,Meat,Online,M,2013-02-24T00:00:00.000000Z,809026181,2013-03-16T00:00:00.000000Z,7680,421.89,364.69,3240115.20,2800819.20,439296.00,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1936,"Sub-Saharan Africa",Comoros,Household,Online,C,2016-09-26T00:00:00.000000Z,762753570,2016-11-13T00:00:00.000000Z,4586,668.27,502.54,3064686.22,2304648.44,760037.78,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1937,"Middle East and North Africa",Algeria,Cereal,Offline,L,2015-03-05T00:00:00.000000Z,541976869,2015-04-14T00:00:00.000000Z,1854,205.70,117.11,381367.80,217121.94,164245.86,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1938,"Sub-Saharan Africa",Mozambique,Cosmetics,Offline,C,2014-04-22T00:00:00.000000Z,312369906,2014-06-04T00:00:00.000000Z,6052,437.20,263.33,2645934.40,1593673.16,1052261.24,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1939,"Middle East and North Africa",Somalia,Beverages,Online,C,2013-06-21T00:00:00.000000Z,759919011,2013-07-09T00:00:00.000000Z,5777,47.45,31.79,274118.65,183650.83,90467.82,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1940,Europe,"Czech Republic",Household,Offline,H,2016-11-09T00:00:00.000000Z,840923011,2016-11-23T00:00:00.000000Z,6661,668.27,502.54,4451346.47,3347418.94,1103927.53,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1941,"Sub-Saharan Africa",Tanzania,"Office Supplies",Online,M,2014-07-30T00:00:00.000000Z,931993234,2014-09-13T00:00:00.000000Z,6364,651.21,524.96,4144300.44,3340845.44,803455.00,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1942,Asia,Vietnam,Cereal,Offline,L,2016-09-25T00:00:00.000000Z,580053508,2016-10-04T00:00:00.000000Z,9578,205.70,117.11,1970194.60,1121679.58,848515.02,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1943,"Middle East and North Africa",Egypt,Household,Online,C,2011-10-13T00:00:00.000000Z,752340161,2011-11-03T00:00:00.000000Z,3027,668.27,502.54,2022853.29,1521188.58,501664.71,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1944,Europe,Norway,Beverages,Online,L,2015-09-27T00:00:00.000000Z,686402022,2015-10-30T00:00:00.000000Z,467,47.45,31.79,22159.15,14845.93,7313.22,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1945,Europe,Greece,Household,Online,H,2015-05-28T00:00:00.000000Z,140100419,2015-06-06T00:00:00.000000Z,7682,668.27,502.54,5133650.14,3860512.28,1273137.86,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1946,"Sub-Saharan Africa",Botswana,Meat,Online,L,2017-07-27T00:00:00.000000Z,741609179,2017-08-01T00:00:00.000000Z,7491,421.89,364.69,3160377.99,2731892.79,428485.20,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1947,Asia,India,Beverages,Online,M,2014-12-11T00:00:00.000000Z,139414632,2015-01-17T00:00:00.000000Z,4743,47.45,31.79,225055.35,150779.97,74275.38,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
1948,Europe,Serbia,Household,Online,M,2012-09-01T00:00:00.000000Z,552315604,2012-09-10T00:00:00.000000Z,1316,668.27,502.54,879443.32,661342.64,218100.68,2024-11-04T04:05:51.000000Z,2024-11-04T04:05:51.000000Z
